id,name,keywords,description,public_notice,internal_notice,websitename,websiteadresse,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
117035,Van den Assem BE,"Clothing & Accessories, Shopping & Mail Order Shops, Family, Sports & Games, Other, ",,,,Van den Assem BE,http://www.assemschoenen.be,,,,,,,,,,
116343,SellFix DE,,"Sellfix ist ein Onlineshop fur gebrauchte Sachen. Machen Sie Geld mit Ihren gebrauchten Blu-rays, DVDs, CDs oder Spielen von Playstation, Nintendo oder XBox. Einfach die EAN-Nummer eingeben und nachschauen, wie viel Geld Du bekommst.",,,SellFix DE,http://www.sellfix.de,,,,,,,,,,
117037,Vipdukkan TR,"Household, Appliances, Health, Care, Gifts, Flowers, Clothing, Accessories, House, Garden",,,,Vipdukkan TR,http://www.vipdukkan.com,,,,,,,,,,
117515,Diamond Resorts International US,Hotel,,,,Diamond Resorts International,http://www.diamondresorts.com,Travel/Accommodation_and_Hotels,1305120,United States - 77.06,United Kingdom - 8.47,Canada - 6.70,Italy - 2.26,France - 0.61,68180,16571,286
117520,DL1961 Women US,Womens,,,06.07.2017 Netzwerk-Wechsel weg von CJ,DL1961 Premium Denim US,http://www.dl1961.com,Shopping/Clothing,209135,United States - 90.68,United Kingdom - 2.22,Canada - 1.76,Turkey - 0.98,Israel - 0.78,421967,144969,5105
117522,DreamShopee US,Jewelry,,,,DreamShopee ,http://www.dreamshopee.com,,,,,,,,,,
117047,donaldrussell DE,,,,,Donald Russell,https://www.donaldrussell.de,,,,,,,,,,
117524,Dukan Diet US/CA,WeightLoss,,,,Dukan Diet US & CA,http://www.dukandiet.com,Food_and_Drink/Cooking_and_Recipes,73424,United States - 34.10,United Kingdom - 10.58,Canada - 7.38,Turkey - 6.33,Australia - 4.43,1126866,767608,3744
117530,Entertainment US,Discounts,,,,Entertainment,http://www.entertainment.com,Shopping/Coupons,631483,United States - 77.40,Canada - 18.40,Singapore - 1.00,India - 0.92,Netherlands - 0.38,163936,36996,304
117525,Edwin Watts Golf US,Golf,,,,Edwin Watts Golf,http://www.edwinwattsgolf.com,Shopping/Sports,5771,United States - 100.00,,,,,10284217,3382313,24263
117521,DoNanza US,Business-to-Business,,,,DoNanza ,http://www.donanza.com,Career_and_Education/Jobs_and_Employment,9694,Turkey - 69.96,China - 22.57,Bangladesh - 7.47,,,22627678,1282928,47423
117664,Accessories Direct UK,,,,,Accessories Direct,http://www.accessoriesdirect.com,,,,,,,,,,
116325,outdoor-brands DE,"Outdoor-Brands, Outdoor-Discounter, McKinley, Deuter, Adidas, North, Face","Outdoor Brands fuhrt Outdoor-Bekleidung fur Damen, Herren und Kinder und Outdoor Ausrustung unteranderem folgender Outdoor Marken Deuter, Jack Wolfskin, McKinley, Adidas und andere.",,,outdoor-brands.com DE,http://www.outdoor-brands.com,,,,,,,,,,
116797,A.S. Adventure BE,"Other, Shopping, Mail, Order, Shops",,,,A.S.Adventure BE,http://www.asadventure.com,Shopping/Sports,1144745,Belgium - 88.79,Netherlands - 3.14,France - 2.43,United Kingdom - 1.41,Switzerland - 0.37,59321,371,196
118110,Hellofood NG,,,,,Hellofood.NG ,http://www.hellofood.com.ng,Food_and_Drink,0,,,,,,,,
116798,adcloud CPC CH,"Internet services, ",,,,adcloud.ch,http://www.adcloud.ch,,,,,,,,,,
116081,Toxic Fox US,"personalized, clothing, hoodies, gifts",,,,Toxic Fox USA US,http://www.toxicfox.com,,,,,,,,,,
116004,opus-fashion DE,"Clothing & Accessories, ","Bei Opus finden sie hochwertige klassische Damenmode von bekannten Marken. Lassen sie sich von den tollen Gesamtlooks inspirieren oder stobern sie im Shop. Sowohl fur den Alltag als auch fur besondere Anlasse bietet das edle Label perfekte Outfits, die man sich selbst zusammenstellen kann. Hubsche Accessoires runden den Look dann perfekt ab.",,,OPUS Fashion DE,http://www.casual-fashion.com,Unknown,211334,Germany - 100.00,,,,,557821,37587,
116799,allyouneed DE,"Family, Sports, Games, Household, Appliances, Food, Beverages, Health, Care, Shopping, Mail, Order, Shops","Schluss mit Schleppen und Schlangestehen! Bestellen Sie einfach Ihre Lebensmittel online bei allyouneed.com. Das Sortiment umfasst ca. 17.000 Artikeln aus den Bereichen Lebensmittel, Drogerie, Haushaltswaren und Tierbedarf.",,,Allyouneed.com - Shopping by DHL DE,http://de.allyouneed.com,Unknown,101747,Germany - 87.51,Switzerland - 4.80,Austria - 3.55,China - 1.09,United Kingdom - 0.81,,,
115912,Fossil IT,"Clothing & Accessories, ",,,,fossil.it,http://www.fossil.it,,,,,,,,,,
115927,Learn iT! Anytime US,Professional,,,,Learn iT! US,http://www.learnitanytime.com,Internet_and_Telecom,18329,United States - 19.96,Venezuela - 8.90,Brazil - 8.64,India - 7.64,Mauritius - 7.38,3465133,3618610,126114
115909,Bianco SE,"Health & Care, Clothing & Accessories, ",,,,Bianco SE,https://www.bianco.com,Shopping/Clothing,165577,Denmark - 14.09,Norway - 12.59,Sweden - 8.18,Viet Nam - 7.01,Germany - 6.34,389313,19434,4726
116085,Brandlet DE,,"Bei brandlet.de bekommst Du die besten Marken zu Outlet-Preisen. Angeboten werden Bekleidung und Accessoires, Kuchenhelfer und Besteck, Lampen, Leuchten und Wohndekoration.",,,Brandlet DE,http://www.brandlet.de,,,,,,,,,,
117022,Rita Numerologin DE,"Other, ",,,,rita-numerologin.com,http://www.rita-numerologin.com,,,,,,,,,,
116088,HALALI & CO DE,,,,,HALALI & CO,http://www.halalico.com,Recreation_and_Hobbies/Outdoors,8565,Germany - 64.27,Switzerland - 15.70,Georgia - 15.53,New Zealand - 4.50,,3277630,307605,6162
117024,Shoep NL,"Shopping & Mail Order Shops, Other, ",,,,Shoep NL,http://www.shoep.nl,,,,,,,,,,
117020,RepubblicaTablet IT,"Internet services, ",,,,Repubblica+ IT,https://quotidiano.repubblica.it,Unknown,1649876,Italy - 86.43,Viet Nam - 2.24,Hungary - 2.01,Germany - 1.83,United Kingdom - 1.54,,,
116028,Greenpeace DE,,,,,Greenpeace DE,https://www.greenpeace.de,People_and_Society,700153,Germany - 88.39,Austria - 3.05,Switzerland - 2.62,Netherlands - 1.30,France - 0.53,153541,7554,3675
116011,Scandic DK,"Travel & Flight, Cities, Counrties & Regions, ",,,,Scandic DK - closing 2015.07.05,http://www.scandichotels.dk,Travel/Accommodation_and_Hotels,261821,Denmark - 84.79,Greenland - 6.52,Sweden - 2.59,Slovakia - 1.66,Czech Republic - 1.29,307341,1976,1433
117327,G Data Software UK,,,,,G DATA UK - Virus Protection for Home and Business UK,http://www.gdatasoftware.co.uk,Computer_and_Electronics,5979,Germany - 30.02,United Kingdom - 27.69,Spain - 12.69,United States - 5.89,Hungary - 5.16,6165268,1030883,114707
116020,Zalando BE,"Clothing, Accessories","Bei zalando.be finden Sie eine gro?e Auswahl an Top-Marken fur Schuhe und Bekleidung. Das Sortiment umfasst Damenschuhe, Herrenschuhe und Kinderschuhe von Markenherstellern wie zum Beispiel Adidas, Tamaris, Geox, Diesel, Nike, Converse und vielen anderen. Neben den Schuhen finden sie aber auch ein gro?es Angebot an Mode fur Damen, Herren und Kinder.",,,Zalando BE,http://www.zalando.be,Shopping/Clothing,7260344,Belgium - 93.92,Netherlands - 1.45,France - 1.10,Luxembourg - 0.98,Latvia - 0.42,9091,48,121
116384,MuSuMa DE,,MuSuMa.de - die gro?e deutsche Musik-Suchmaschine mit Hit-Counter und Besucher-Bewertungen.,,,MuSuMa.de,http://www.musuma.de,Arts_and_Entertainment/Music_and_Audio,286,Germany - 100.00,,,,,25680272,2854461,431364
117234,Womancorner FR,"Womancorner, cosmetique, femme, maroquinerie, accessoires",,,,Woman Corner FR,https://www.womancorner.com,People_and_Society/Womens_Interests,37953,France - 68.61,Spain - 10.04,Turkey - 6.90,Belgium - 4.86,Tunisia - 4.52,2012145,114594,516
116015,Sustilo TR,"Clothing, Accessories, Health, Care",,,,sustilo.com.tr,http://www.sustilo.com.tr,,,,,,,,,,
117663,123spareparts UK,,,,,123spareparts.co.uk US,https://www.123spareparts.co.uk,Autos_and_Vehicles,78844,United Kingdom - 69.93,Ireland - 3.80,Norway - 3.60,188 - 3.21,Cyprus - 3.10,999839,81520,18885
116022,zooplus SI,"Food, Beverages, Clothing, Accessories, Health, Care, Shopping, Mail, Order, Shops",,,,zoohit SI DE,https://www.zoohit.si,Science/Biology,90596,Slovenia - 95.78,Italy - 1.83,Germany - 1.01,Austria - 0.68,Romania - 0.36,447467,447,268
116786,Mango.com NL,"Clothing & Accessories, Other, Shopping & Mail Order Shops, ",,,,zanox.com,http://www.zanox.com,Internet_and_Telecom/Ad_Network,6041041,Brazil - 46.91,Germany - 15.19,Italy - 11.86,Netherlands - 4.42,Spain - 3.97,,,
117469,VGZ - Bewuzt NL,"Insurance & Finances, ",,,,vgz.nl,http://www.vgz.nl,Finance/Financial_Management,2484807,Netherlands - 97.89,Belgium - 0.37,Germany - 0.24,France - 0.21,Poland - 0.17,42027,510,346
116210,Slimming World US,"weightloss, diet, health, fitness",,,,Slimming World USA US,http://slimmingworldusa.com,,,,,,,,,,
116793,Superdry BE,"Other, Clothing & Accessories, Shopping & Mail Order Shops, ",,,,Superdry BE,https://www.superdry.be,Shopping/Clothing,168117,Belgium - 89.17,France - 7.10,Netherlands - 2.03,Portugal - 0.72,Romania - 0.54,465137,5047,5548
116784,Eotica BR,"Health, Care, Clothing, Accessories, Family, Sports, Games",,,,Eotica BR,http://www.eotica.com.br,Health,1585409,Brazil - 98.17,Portugal - 1.08,Greece - 0.11,Mozambique - 0.10,Germany - 0.09,51254,2410,715
116788,Olook BR,"Clothing, Accessories",,,,Olook BR,http://www.olook.com.br,Shopping,59630,Brazil - 94.70,Angola - 2.99,Portugal - 2.31,,,1166115,58681,80759
116792,Stylistpick ES,Other,,,,Stylistpick ES,http://www.stylistpick.es,Business_and_Industry,185,Spain - 100.00,,,,,25250942,1441347,3910497
116865,Red Leaf Loans CA,,,,,Red Leaf Loans - Canada Payday Lender,https://www.redleafloans.ca,Finance,480,Canada - 100.00,,,,,20991988,999354,117040
116866,Schrittmacher DE,"sneaker, nike, schuhe, Adidas, Asics, Boxfresh, Clae, Converse, Lacoste, New, Balance, Nike, Onitsuka, Tiger, Pointer, Puma","Schrittmacher-Shop.de ist Ihr Shop fur ausgefallene Sneakers. Hier findest du eine feine Auswahl an Sneakern von Adidas, Nike, New Balance, Puma, Asics, Onitsuka Tiger und anderen.",,,Schrittmacher-Shop DE,https://www.schrittmacher-shop.com,Unknown,76811,Germany - 64.15,Netherlands - 13.96,Austria - 2.86,United States - 2.69,Belgium - 2.44,848879,78076,
116244,Galbanino IT,"Other, ",,,,galbani.it prodotti light concorso_light index.html,http://www.galbani.it,Food_and_Drink,4396769,Italy - 90.44,Switzerland - 1.44,Germany - 1.19,France - 1.01,Spain - 0.82,32989,783,365
116106,Calcado Online BR,"Clothing & Accessories, ",,,,calcadoonline.com.br,http://www.calcadoonline.com.br,Shopping/Clothing,741,Brazil - 100.00,,,,,19115484,1139493,95967
116787,Meiers Weltreisen DE,"Shopping & Mail Order Shops, ",,,,MEIERS WELTREISEN a��Der Spezialist fA?r alles Ferne DE,http://www.meiers-weltreisen.de,Travel,337518,Germany - 85.04,Serbia - 4.85,Austria - 3.95,Switzerland - 2.44,Czech Republic - 1.31,244710,13886,5004
116867,SHATLERs Cocktails DE,"Shatlers, Cocktails, Cocktail, Zubehor, Fertigcocktails, Bars, Restaurants, Partys, Eisboxen, Cocktail-Glaser",,,,SHATLERs Cocktails - Der Fertigcocktail aus der Dose DE,http://www.shatlers.de,Food_and_Drink,2811,Germany - 100.00,,,,,13964641,1300346,211056
118118,Kabbage Working Capital US,,,,,Kabbage Working Capital,http://www.kabbage.com,Finance/Financial_Management,873948,United States - 88.29,India - 2.01,Spain - 1.62,Canada - 0.94,United Kingdom - 0.85,84444,16823,670
116111,e-smoking CH,Other,"Sie sind auf der Suche nach einer E-Zigarette? Dann sind Sie bei E-Smoking.ch genau richtig. Lassen Sie sich vom King in Sachen Dampfen beraten und profitieren Sie von den langjahrigen Erfahrungen mit E-Zigaretten, Liquids und Zubehor.",,,e-smoking.ch,http://www.e-smoking.ch,Shopping,37650,Switzerland - 47.96,Germany - 46.85,Netherlands - 2.62,Austria - 2.56,,1688945,40690,117146
116102,Bluebay Hotels DE,"Travel, Flight","Buchen Sie den perfekten Urlaub mit BlueBay Hotels & Resorts. Sie finden viele traumhafte Hotels in Spanien, Mexico, Kuba und in der Dominikanischen Republik. Egal, ob sie einen Familienurlaub planen oder nur zu zweit reisen mochten, bei Bluebay Hotels werden Sie das Richtige finden.",,,Bluebay Hotels ES US,http://www.grupobluebay.com,Travel/Accommodation_and_Hotels,493,Spain - 100.00,,,,,28642239,1690614,297973
116109,Debenhams DE,"House, Garden, Clothing, Accessories, Shopping, Mail, Order, Shops, Family, Sports, Games, Gifts, Flowers","Debenhams ist eine britische Kaufhauskette mit uber 150 Filialen in 26 Landern auf drei Kontinenten. Im Online-Shop erhalten Sie englische Mode, Schuhe und Lifestyle fur Damen, Herren und Kinder.",,,Debenhams DE,http://www.debenhams.de,Shopping,198,Germany - 100.00,,,,,27958945,3148576,1181954
116242,Europcar FR,"Travel, Flight, Cars, Motorbikes, Internet, services",,,,Europcar FR,https://www.europcar.fr,Autos_and_Vehicles/Car_Rentals,1194620,France - 86.55,Congo Republic - 2.58,Canada - 1.02,United Kingdom - 0.99,Switzerland - 0.96,80735,3180,48
116099,Aeroports Toulouse FR,"Travel & Flight, ",,,,toulouse.aeroport.fr,http://www.toulouse.aeroport.fr,Business_and_Industry/Transportation_and_Logistics,552079,France - 88.87,United Kingdom - 3.07,Monaco - 1.03,United States - 0.64,Italy - 0.53,153420,6386,770
116110,design4europe EU,"Clothing, Accessories, Gifts, Flowers, Shopping, Mail, Order, Shops, Art, Culture",,,,design4europe EU,http://www.design4europe.pl,,,,,,,,,,
116279,Shop Seltmann DE,,"Der Shop Seltmann ist der Fachmarkt fur Elektrowerkzeuge von Bosch, Makita, Dewalt, Knipex, Gedore und Wera. Au?erdem finden Sie hier Produkte fur die Bereiche Reinigungstechnik, Gartentechnik, Bauwerkzeuge und Messtechnik.",,,svh24 DE,https://www.svh24.de,Shopping/Home_and_Garden,585882,Germany - 82.82,Croatia - 2.62,France - 1.52,Austria - 1.32,Switzerland - 1.26,124182,6459,422
117352,Casinoroom SE,,,,,Casino Room,http://www.casinoroom.com,Gambling/Casinos,1864170,Germany - 25.10,Netherlands - 15.93,188 - 13.79,United Kingdom - 7.41,Norway - 6.34,89761,38138,83
117300,PuurDameskleding NL,"10Days, 2Love, by, Tony, Cohen, Aaiko, Antichic, Ash, B, Bridget, Bauer, Basics, Beatrice, San, Francisco, SF, Blake, Seven, Braez, Cha, Boots, Circle, of, Trust, Claesens, Cowboysbelt, Demm, Depeche, Dept, Dictionary, Donchoo, Evissa, F, de, la, passion",,,,Puur-dameskleding NL,http://www.puur-dameskleding.nl,Business_and_Industry,24246,Netherlands - 78.35,United Kingdom - 21.65,,,,2134714,62140,287429
